,index,cycletime(s), totalflow(Veh/h),flow(1),flow(2),flow(3),flow(4),losttime(s),green_time(1),green_time(2),green_time(3),green_time(4),avgdelay,stopsPerVehicle,stopDelay,emissionsco,fuelconsumption,stdev_delay,avg_qlen,gt1,gt2,gt3,gt4
1,26,60,1260,126,504,126,504,4,9.6,26.4,9.6,26.4,12.14798134,0.430877654,7.739655337,2.712826059,0.038810101,11.66605969,2.900401513,#REF!,#REF!,#REF!,#REF!
14,11,55,1260,315,315,315,315,4,16.75,16.75,16.75,16.75,13.74102367,0.564276958,8.304663363,2.755657643,0.039422856,10.80411867,2.930855915,#REF!,#REF!,#REF!,#REF!
39,17,55,1260,126,126,504,504,4,16.75,16.75,16.75,16.75,15.13678193,0.623786408,9.030979482,2.972236424,0.042521265,10.45667196,3.939909713,#REF!,#REF!,#REF!,#REF!
208,19,55,1260,126,126,126,882,4,16.75,16.75,16.75,16.75,25.66401648,1.03448493,16.15096028,4.632440596,0.066272398,17.49200416,8.679508201,#REF!,#REF!,#REF!,#REF!
7,4,50,1260,252,378,252,378,4,13.2,17.8,13.2,17.8,13.17876728,0.563034138,7.729566993,2.575162296,0.036840662,9.275768009,2.665594471,#REF!,#REF!,#REF!,#REF!
22,9,50,1260,252,252,630,126,4,15.5,15.5,15.5,15.5,14.14729109,0.650758534,7.874617614,2.52760373,0.036160282,9.358870215,2.749548681,#REF!,#REF!,#REF!,#REF!
5,278,60,1260,126,504,126,504,8,13.2,28.8,13.2,28.8,12.76675234,0.448416972,8.264734806,2.821657288,0.040367057,11.6571384,3.104265216,#REF!,#REF!,#REF!,#REF!
19,264,55,1260,315,315,315,315,8,19.75,19.75,19.75,19.75,14.02058552,0.548010515,8.648455671,2.871634414,0.041082037,10.6912486,3.156716191,#REF!,#REF!,#REF!,#REF!
178,271,55,1260,126,126,126,882,8,19.75,19.75,19.75,19.75,22.92819005,0.92372648,14.58640007,4.228287709,0.060490525,17.32346726,7.643336662,#REF!,#REF!,#REF!,#REF!
15,256,50,1260,252,378,252,378,8,16.4,20.6,16.4,20.6,13.80729215,0.593711244,8.143319179,2.643906204,0.037824123,9.995683369,2.939677474,#REF!,#REF!,#REF!,#REF!
56,261,50,1260,252,252,630,126,8,18.5,18.5,18.5,18.5,15.83484218,0.723543793,8.925002209,2.786380578,0.039862383,9.807845034,3.283549777,#REF!,#REF!,#REF!,#REF!
68,257,50,1260,126,126,504,504,8,18.5,18.5,18.5,18.5,16.21666292,0.706200719,9.512280818,2.914645971,0.041697367,10.16473913,3.737477678,#REF!,#REF!,#REF!,#REF!
8,530,60,1260,126,504,126,504,12,16.8,31.2,16.8,31.2,13.26601467,0.462621462,8.398728121,2.879202718,0.041190311,11.70364275,3.226764043,#REF!,#REF!,#REF!,#REF!
81,533,60,1260,126,126,504,504,12,24,24,24,24,16.60424404,0.667309211,10.08899265,3.164170739,0.045267106,10.4876127,4.445243483,#REF!,#REF!,#REF!,#REF!
221,523,55,1260,126,126,126,882,12,22.75,22.75,22.75,22.75,28.1316311,1.122115857,18.24732877,4.675959637,0.066894988,24.26568653,9.44101042,#REF!,#REF!,#REF!,#REF!
26,504,50,1260,315,315,315,315,12,21.5,21.5,21.5,21.5,14.63095922,0.619775295,8.794583074,2.664800324,0.038123038,9.505486401,2.945918085,#REF!,#REF!,#REF!,#REF!
28,507,50,1260,252,378,252,378,12,21.5,21.5,21.5,21.5,14.73271824,0.65132625,8.611479593,2.841706745,0.040653888,9.905280803,3.264055807,#REF!,#REF!,#REF!,#REF!
74,513,50,1260,252,252,630,126,12,21.5,21.5,21.5,21.5,16.31780301,0.742059949,9.315020839,2.872916068,0.041100373,10.00661352,3.52793314,#REF!,#REF!,#REF!,#REF!
10,782,60,1260,126,504,126,504,16,20.4,33.6,20.4,33.6,13.30803541,0.461264319,8.39520614,2.876668623,0.041154058,11.69094144,3.230483188,#REF!,#REF!,#REF!,#REF!
89,785,60,1260,126,126,504,504,16,27,27,27,27,16.92990899,0.68040957,10.21794574,3.184949736,0.045564374,10.66732686,4.61352068,#REF!,#REF!,#REF!,#REF!
312,787,60,1260,126,126,126,882,16,27,27,27,27,34.86370815,1.280953165,23.34811574,6.28889659,0.089969908,28.93398685,13.8551816,#REF!,#REF!,#REF!,#REF!
27,759,50,1260,252,378,252,378,16,24.5,24.5,24.5,24.5,14.69799476,0.646632231,8.576820369,2.872945844,0.041100799,9.379375022,3.309469053,#REF!,#REF!,#REF!,#REF!
32,756,50,1260,315,315,315,315,16,24.5,24.5,24.5,24.5,14.845363,0.625693551,8.911562832,2.712186838,0.038800956,9.499130338,3.095914078,#REF!,#REF!,#REF!,#REF!
86,765,50,1260,252,252,630,126,16,24.5,24.5,24.5,24.5,16.72331545,0.750196657,9.627407294,2.867182765,0.041018351,10.13127087,3.539271573,#REF!,#REF!,#REF!,#REF!
24,1034,60,1260,126,504,126,504,20,24,36,24,36,14.48432676,0.524431319,9.088589287,2.999263367,0.042907917,11.89508647,3.512399695,#REF!,#REF!,#REF!,#REF!
99,1037,60,1260,126,126,504,504,20,30,30,30,30,17.32923252,0.699996184,10.47129003,3.280140471,0.046926187,10.60231075,4.503285257,#REF!,#REF!,#REF!,#REF!
327,1039,60,1260,126,126,126,882,20,30,30,30,30,35.58285498,1.219280323,24.42507884,6.293188028,0.090031302,30.57556334,14.21632963,#REF!,#REF!,#REF!,#REF!
36,1011,50,1260,252,378,252,378,20,27.5,27.5,27.5,27.5,15.07395228,0.643321287,8.789305751,2.894536592,0.041409679,9.967311452,3.629325109,#REF!,#REF!,#REF!,#REF!
43,1007,50,1260,315,315,315,315,20,27.5,27.5,27.5,27.5,15.45885173,0.672892962,9.093021414,2.729946871,0.039055034,10.86131892,3.318143345,#REF!,#REF!,#REF!,#REF!
90,1017,50,1260,252,252,630,126,20,27.5,27.5,27.5,27.5,17.05095051,0.757884294,9.846771536,2.895837388,0.041428289,10.39586712,3.688328531,#REF!,#REF!,#REF!,#REF!
365,1351,85,1260,126,126,126,882,24,39.25,39.25,39.25,39.25,37.94792775,1.136931818,27.34657895,5.955534859,0.085200785,29.18878792,12.8590363,#REF!,#REF!,#REF!,#REF!
72,1286,60,1260,126,504,126,504,24,27.6,38.4,27.6,38.4,16.26637885,0.588608225,10.30737055,3.176834876,0.045448281,12.50563557,4.054402502,#REF!,#REF!,#REF!,#REF!
92,1277,55,1260,126,126,504,504,24,31.75,31.75,31.75,31.75,17.13109079,0.68797808,10.30162061,3.19061114,0.045645367,10.97245797,4.525418904,#REF!,#REF!,#REF!,#REF!
58,1263,50,1260,252,378,252,378,24,30.5,30.5,30.5,30.5,15.84253918,0.655643349,9.32145657,2.969230909,0.042478268,10.57888029,3.99923007,#REF!,#REF!,#REF!,#REF!
80,1260,50,1260,315,315,315,315,24,30.5,30.5,30.5,30.5,16.58713374,0.687000312,10.16537133,2.913375583,0.041679193,10.64130427,3.628633673,#REF!,#REF!,#REF!,#REF!
124,1269,50,1260,252,252,630,126,24,30.5,30.5,30.5,30.5,18.42479027,0.782564265,10.83597363,3.058006656,0.043748307,11.38785724,4.282759766,#REF!,#REF!,#REF!,#REF!
422,1627,95,1260,126,126,126,882,28,44.75,44.75,44.75,44.75,42.30232686,1.078842959,32.50425792,5.963361397,0.085312752,40.51034649,14.61202226,#REF!,#REF!,#REF!,#REF!
71,1537,60,1260,126,504,126,504,28,36,36,36,36,16.2508262,0.591542304,10.25264153,3.771882766,0.053961127,11.36973716,4.982575305,#REF!,#REF!,#REF!,#REF!
126,1541,60,1260,126,126,504,504,28,36,36,36,36,18.57620652,0.726262283,11.34842089,3.460622312,0.049508188,11.94864166,5.069222915,#REF!,#REF!,#REF!,#REF!
82,1515,50,1260,252,378,252,378,28,33.5,33.5,33.5,33.5,16.62895464,0.677949853,9.817299356,3.070307375,0.043924283,11.02183883,4.310991301,#REF!,#REF!,#REF!,#REF!
97,1512,50,1260,315,315,315,315,28,33.5,33.5,33.5,33.5,17.29880406,0.714477902,10.67974698,2.971138003,0.042505551,11.43321101,3.892882704,#REF!,#REF!,#REF!,#REF!
167,1521,50,1260,252,252,630,126,28,33.5,33.5,33.5,33.5,21.37448596,0.875375755,12.78672219,3.467858413,0.049611708,13.22083789,5.803667666,#REF!,#REF!,#REF!,#REF!
2,1765,50,1440,144,576,144,576,4,15.5,15.5,15.5,15.5,12.16917005,0.521869266,6.929277,3.232358051,0.046242604,10.06573626,3.743637253,#REF!,#REF!,#REF!,#REF!
9,1767,50,1440,288,432,288,432,4,15.5,15.5,15.5,15.5,13.28293484,0.587854088,7.735473465,3.032015444,0.043376473,7.514259921,3.379812996,#REF!,#REF!,#REF!,#REF!
13,1764,50,1440,360,360,360,360,4,15.5,15.5,15.5,15.5,13.69354641,0.601170184,7.97462157,2.938534987,0.042039127,8.721527075,3.347662481,#REF!,#REF!,#REF!,#REF!
40,1769,50,1440,144,144,576,576,4,15.5,15.5,15.5,15.5,15.15282222,0.674663407,8.654623129,3.112565285,0.044528831,8.73898545,3.952102803,#REF!,#REF!,#REF!,#REF!
52,1774,50,1440,288,288,720,144,4,13.2,13.2,27,8.6,15.72178845,0.689734648,8.720631351,4.422847488,0.063273927,10.36883075,4.894518794,#REF!,#REF!,#REF!,#REF!
258,1771,50,1440,144,144,144,1008,4,15.5,15.5,15.5,15.5,31.0810313,1.201408183,19.78439504,5.622097549,0.08043058,27.70873013,14.04800635,#REF!,#REF!,#REF!,#REF!
3,2017,50,1440,144,576,144,576,8,18.5,18.5,18.5,18.5,12.511643,0.51930166,7.205818053,3.230997569,0.046223141,10.05967585,3.77434765,#REF!,#REF!,#REF!,#REF!
12,2019,50,1440,288,432,288,432,8,18.5,18.5,18.5,18.5,13.66941131,0.603006362,7.896651712,3.142505383,0.044957159,7.562652257,3.646684459,#REF!,#REF!,#REF!,#REF!
16,2016,50,1440,360,360,360,360,8,18.5,18.5,18.5,18.5,13.81729443,0.598571684,8.038623395,3.011596578,0.043084357,8.828312949,3.506431444,#REF!,#REF!,#REF!,#REF!
51,2021,50,1440,144,144,576,576,8,18.5,18.5,18.5,18.5,15.70986047,0.687346037,9.0728865,3.198234778,0.045754432,8.834607279,4.197673823,#REF!,#REF!,#REF!,#REF!
136,2025,50,1440,288,288,720,144,8,18.5,18.5,18.5,18.5,19.07723073,0.841184807,11.09287739,3.718863823,0.05320263,10.42961719,5.512999675,#REF!,#REF!,#REF!,#REF!
319,2023,50,1440,144,144,144,1008,8,18.5,18.5,18.5,18.5,35.08365056,1.395006676,22.53357302,5.735904272,0.082058716,32.14124536,14.6974981,#REF!,#REF!,#REF!,#REF!
4,2269,50,1440,144,576,144,576,12,21.5,21.5,21.5,21.5,12.58423034,0.521879078,7.183735877,3.324320001,0.047558226,9.461196485,3.894673058,#REF!,#REF!,#REF!,#REF!
35,2268,50,1440,360,360,360,360,12,21.5,21.5,21.5,21.5,15.0718983,0.633572653,8.924103902,3.169929012,0.045349485,8.695910244,3.945390075,#REF!,#REF!,#REF!,#REF!
41,2271,50,1440,288,432,288,432,12,21.5,21.5,21.5,21.5,15.15614563,0.640077322,9.088997621,3.259885732,0.04663642,9.75835355,4.296597588,#REF!,#REF!,#REF!,#REF!
62,2273,50,1440,144,144,576,576,12,21.5,21.5,21.5,21.5,15.93117481,0.689811516,9.265549463,3.200199048,0.045782533,8.855983676,4.274365484,#REF!,#REF!,#REF!,#REF!
104,2278,50,1440,288,288,720,144,12,19.6,19.6,31,15.8,17.51702383,0.732920349,10.03266255,4.154653748,0.059437107,10.8777432,5.353655698,#REF!,#REF!,#REF!,#REF!
355,2275,50,1440,144,144,144,1008,12,21.5,21.5,21.5,21.5,36.91611965,1.407804138,24.62390266,5.957838197,0.085233737,35.33241483,14.63227002,#REF!,#REF!,#REF!,#REF!
20,51,50,1440,144,576,144,576,16,19.4,29.6,19.4,29.6,14.11514672,0.571514361,8.428655055,3.16176783,0.04523273,10.67504362,3.716038179,#REF!,#REF!,#REF!,#REF!
31,49,50,1440,360,360,360,360,16,24.5,24.5,24.5,24.5,14.83334618,0.619489778,8.677782827,3.168366895,0.045327137,8.838337495,3.966502105,#REF!,#REF!,#REF!,#REF!
37,52,50,1440,288,432,288,432,16,24.5,24.5,24.5,24.5,15.08146921,0.633978159,8.958672511,3.255744012,0.046577168,9.29147059,4.323592458,#REF!,#REF!,#REF!,#REF!
103,54,50,1440,144,144,576,576,16,24.5,24.5,24.5,24.5,17.49025845,0.732212732,10.31981179,3.471220361,0.049659805,10.13757055,5.081593402,#REF!,#REF!,#REF!,#REF!
145,58,50,1440,288,288,720,144,16,24.5,24.5,24.5,24.5,20.01283707,0.876339286,11.73910492,3.717825572,0.053187776,10.80996205,5.558131496,#REF!,#REF!,#REF!,#REF!
301,56,50,1440,144,144,144,1008,16,24.5,24.5,24.5,24.5,33.84382122,1.294434915,21.41071877,5.766731204,0.082499731,29.89329733,14.29669395,#REF!,#REF!,#REF!,#REF!
389,404,90,1440,144,144,144,1008,20,37.5,37.5,37.5,37.5,39.59035493,1.091591334,29.75794803,5.924295874,0.084753875,35.63757515,15.25911898,#REF!,#REF!,#REF!,#REF!
165,318,55,1440,144,144,576,576,20,28.75,28.75,28.75,28.75,21.29301703,0.861893636,12.8208185,4.035238052,0.057728727,12.59720259,6.89688054,#REF!,#REF!,#REF!,#REF!
25,303,50,1440,144,576,144,576,20,23,32,23,32,14.56572803,0.585321013,8.632503915,3.263995076,0.046695209,10.47488817,4.130465128,#REF!,#REF!,#REF!,#REF!
48,305,50,1440,288,432,288,432,20,26,29,26,29,15.64764781,0.657989654,9.185246944,3.118056897,0.044607395,9.086167331,3.821923415,#REF!,#REF!,#REF!,#REF!
49,301,50,1440,360,360,360,360,20,27.5,27.5,27.5,27.5,15.65581252,0.65947476,9.159391029,3.177911247,0.04546368,9.780527935,4.029428869,#REF!,#REF!,#REF!,#REF!
158,310,50,1440,288,288,720,144,20,27.5,27.5,27.5,27.5,20.70636009,0.902249858,12.13702493,3.800425724,0.054369467,10.5604086,5.907938509,#REF!,#REF!,#REF!,#REF!
34,555,50,1440,144,576,144,576,24,26.6,34.4,26.6,34.4,15.05792559,0.593088868,8.880634053,3.157694253,0.045174453,10.32224218,3.971340666,#REF!,#REF!,#REF!,#REF!
54,553,50,1440,360,360,360,360,24,30.5,30.5,30.5,30.5,15.77761552,0.66409225,9.163057524,3.268148491,0.046754628,9.697251808,4.166868234,#REF!,#REF!,#REF!,#REF!
76,557,50,1440,288,432,288,432,24,29.2,31.8,29.2,31.8,16.3831577,0.674266049,9.726253668,3.203201738,0.04582549,9.163307216,4.115370578,#REF!,#REF!,#REF!,#REF!
154,558,50,1440,144,144,576,576,24,30.5,30.5,30.5,30.5,20.56743305,0.818119597,12.48455684,3.971405232,0.056815525,12.28771503,6.379125805,#REF!,#REF!,#REF!,#REF!
174,562,50,1440,288,288,720,144,24,30.5,30.5,30.5,30.5,22.24555953,0.961437075,13.20321167,3.978966973,0.056923705,11.34654526,6.330647618,#REF!,#REF!,#REF!,#REF!
392,560,50,1440,144,144,144,1008,24,30.5,30.5,30.5,30.5,39.7432298,1.41842727,27.08339932,6.133222175,0.087742807,34.79362771,15.5547841,#REF!,#REF!,#REF!,#REF!
423,896,85,1440,144,144,144,1008,28,42.25,42.25,42.25,42.25,42.4395728,1.13092931,31.65613637,6.772093896,0.096882602,31.63123244,15.23796608,#REF!,#REF!,#REF!,#REF!
227,862,70,1440,288,288,720,144,28,38.5,38.5,38.5,38.5,29.10686984,0.972444194,20.24076264,5.231493562,0.07484254,17.60515957,10.39385318,#REF!,#REF!,#REF!,#REF!
205,846,65,1440,144,144,576,576,28,37.25,37.25,37.25,37.25,25.5109268,0.867217326,17.24564043,4.646399119,0.06647209,15.45410227,8.410032221,#REF!,#REF!,#REF!,#REF!
84,805,50,1440,360,360,360,360,28,33.5,33.5,33.5,33.5,16.66607335,0.683389742,9.832740498,3.505773914,0.050154133,9.63090096,4.737222729,#REF!,#REF!,#REF!,#REF!
98,807,50,1440,144,576,144,576,28,30.2,36.8,30.2,36.8,17.30568071,0.667623311,10.57205947,3.485719528,0.049867232,12.60306774,4.946976103,#REF!,#REF!,#REF!,#REF!
117,808,50,1440,288,432,288,432,28,33.5,33.5,33.5,33.5,18.16536709,0.743543892,10.85911274,3.85187507,0.055105509,9.698587338,5.654417145,#REF!,#REF!,#REF!,#REF!
23,1084,60,1620,324,486,324,486,4,18,18,18,18,14.27571038,0.562576259,8.929992667,3.909631362,0.055931779,10.37860005,5.448117737,#REF!,#REF!,#REF!,#REF!
29,1069,55,1620,405,405,405,405,4,16.75,16.75,16.75,16.75,14.7743536,0.619403282,8.626931743,3.609322292,0.051635512,9.175328457,4.804439046,#REF!,#REF!,#REF!,#REF!
0,1059,50,1620,162,648,162,648,4,8.6,22.4,8.6,22.4,12.09519619,0.511878518,6.790374112,3.254823454,0.046563998,8.863362771,3.510720126,#REF!,#REF!,#REF!,#REF!
135,1062,50,1620,162,162,648,648,4,15.5,15.5,15.5,15.5,19.04013308,0.829189015,11.10817584,3.92597483,0.056165591,10.42510958,6.222223757,#REF!,#REF!,#REF!,#REF!
172,1066,50,1620,324,324,810,162,4,15.5,15.5,15.5,15.5,21.96744521,0.96507579,12.96749765,4.435596804,0.063456321,13.96528827,7.847788949,#REF!,#REF!,#REF!,#REF!
293,1064,50,1620,162,162,162,1134,4,15.5,15.5,15.5,15.5,33.47717635,1.30773018,20.97216613,5.93475363,0.084903485,29.12088516,14.92392677,#REF!,#REF!,#REF!,#REF!
33,1336,60,1620,324,486,324,486,8,21,21,21,21,14.863806,0.580731303,9.276577806,4.025019856,0.057582544,10.67261775,5.880880737,#REF!,#REF!,#REF!,#REF!
42,1321,55,1620,405,405,405,405,8,19.75,19.75,19.75,19.75,15.21431412,0.634912541,8.948486767,3.691991334,0.052818188,9.202456203,4.968453225,#REF!,#REF!,#REF!,#REF!
160,1330,55,1620,324,324,810,162,8,19.75,19.75,19.75,19.75,20.97337432,0.838298834,13.0071316,4.210688398,0.060238747,15.25831134,7.439117317,#REF!,#REF!,#REF!,#REF!
6,1311,50,1620,162,648,162,648,8,12.2,24.8,12.2,24.8,13.12467346,0.553803743,7.564081795,3.375276793,0.048287222,9.80857702,3.71327127,#REF!,#REF!,#REF!,#REF!
108,1314,50,1620,162,162,648,648,8,18.5,18.5,18.5,18.5,17.84250225,0.789971454,10.21018595,3.730180475,0.053364528,8.988377733,5.556411788,#REF!,#REF!,#REF!,#REF!
295,1316,50,1620,162,162,162,1134,8,18.5,18.5,18.5,18.5,33.53463716,1.263110649,21.81555087,6.220062114,0.088985152,30.76544771,15.24539344,#REF!,#REF!,#REF!,#REF!
57,39,60,1620,324,486,324,486,12,24,24,24,24,15.8372489,0.603078824,10.06596761,4.143269977,0.059274249,11.41664843,6.187946325,#REF!,#REF!,#REF!,#REF!
65,24,55,1620,405,405,405,405,12,22.75,22.75,22.75,22.75,16.0568253,0.66389115,9.569452622,3.790391485,0.054225915,10.17533715,5.404609051,#REF!,#REF!,#REF!,#REF!
152,29,55,1620,162,162,648,648,12,22.75,22.75,22.75,22.75,20.30358984,0.847452904,12.26165748,4.294093326,0.06143195,11.77050478,7.121299111,#REF!,#REF!,#REF!,#REF!
11,14,50,1620,162,648,162,648,12,15.8,27.2,15.8,27.2,13.40340805,0.551234246,7.62371138,3.297281539,0.04717141,9.407546877,3.913035516,#REF!,#REF!,#REF!,#REF!
198,21,50,1620,324,324,810,162,12,21.5,21.5,21.5,21.5,24.84043359,1.06420165,15.07605707,4.819983713,0.068955418,15.42586401,8.749427055,#REF!,#REF!,#REF!,#REF!
345,19,50,1620,162,162,162,1134,12,21.5,21.5,21.5,21.5,36.51132007,1.363149698,24.24468827,6.277623177,0.089808629,31.42218038,14.77227087,#REF!,#REF!,#REF!,#REF!
46,291,60,1620,324,486,324,486,16,27,27,27,27,15.61640423,0.587183432,9.852688214,4.197772756,0.060053974,10.9134279,6.0208657,#REF!,#REF!,#REF!,#REF!
66,276,55,1620,405,405,405,405,16,25.75,25.75,25.75,25.75,16.11070328,0.660339224,9.507873408,3.832579247,0.05482946,10.11262532,5.556428757,#REF!,#REF!,#REF!,#REF!
157,281,55,1620,162,162,648,648,16,25.75,25.75,25.75,25.75,20.66805841,0.832793464,12.64018593,4.431352913,0.063395607,11.74116412,7.261292312,#REF!,#REF!,#REF!,#REF!
225,285,55,1620,324,324,810,162,16,25.75,25.75,25.75,25.75,28.75473718,1.125455233,17.87078577,5.433293984,0.077729528,18.5098745,10.44993057,#REF!,#REF!,#REF!,#REF!
18,266,50,1620,162,648,162,648,16,19.4,29.6,19.4,29.6,13.90736654,0.553581587,7.994010724,3.363830939,0.048123476,9.787063768,4.033056815,#REF!,#REF!,#REF!,#REF!
326,271,50,1620,162,162,162,1134,16,24.5,24.5,24.5,24.5,35.54863782,1.312352534,22.77983201,6.107466916,0.087374348,31.16948421,15.35571869,#REF!,#REF!,#REF!,#REF!
73,543,60,1620,324,486,324,486,20,30,30,30,30,16.29788713,0.603633744,10.26656078,4.210926928,0.060242159,11.06783494,6.095240784,#REF!,#REF!,#REF!,#REF!
87,528,55,1620,405,405,405,405,20,28.75,28.75,28.75,28.75,16.80960752,0.685650872,9.930239197,3.92241651,0.056114685,10.76879987,5.72284947,#REF!,#REF!,#REF!,#REF!
186,533,55,1620,162,162,648,648,20,28.75,28.75,28.75,28.75,23.63324193,0.950287826,14.65000302,4.990743728,0.071398337,13.10193037,8.659828776,#REF!,#REF!,#REF!,#REF!
274,537,55,1620,324,324,810,162,20,28.75,28.75,28.75,28.75,31.95459514,1.216810967,20.43995741,5.959951611,0.085263972,22.6389464,12.34946075,#REF!,#REF!,#REF!,#REF!
63,518,50,1620,162,648,162,648,20,23,32,23,32,15.97156501,0.636404836,9.575751791,3.485202218,0.049859831,10.24603613,4.57118925,#REF!,#REF!,#REF!,#REF!
362,523,50,1620,162,162,162,1134,20,27.5,27.5,27.5,27.5,37.79693259,1.296024531,25.51456314,6.359512631,0.090980152,37.76919422,15.83249864,#REF!,#REF!,#REF!,#REF!
110,780,55,1620,405,405,405,405,24,31.75,31.75,31.75,31.75,17.98487007,0.756342074,10.88409109,4.115323038,0.058874435,11.35189129,6.153529698,#REF!,#REF!,#REF!,#REF!
215,785,55,1620,162,162,648,648,24,31.75,31.75,31.75,31.75,26.87366566,1.041404612,17.12557283,5.381122697,0.076983157,14.90899255,9.95459018,#REF!,#REF!,#REF!,#REF!
282,789,55,1620,324,324,810,162,24,31.75,31.75,31.75,31.75,32.8886833,1.284342264,20.8815882,6.117423013,0.087516781,22.73177835,12.88548166,#REF!,#REF!,#REF!,#REF!
96,772,50,1620,324,486,324,486,24,29.2,31.8,29.2,31.8,17.2851766,0.708705577,10.31804187,3.802107726,0.05439353,9.430121248,5.492366393,#REF!,#REF!,#REF!,#REF!
107,770,50,1620,162,648,162,648,24,26.6,34.4,26.6,34.4,17.72889002,0.731444969,10.45722891,3.885141373,0.055581422,10.20681271,5.496452826,#REF!,#REF!,#REF!,#REF!
396,775,50,1620,162,162,162,1134,24,30.5,30.5,30.5,30.5,40.12635324,1.439369769,26.44342502,6.365497697,0.091065775,37.93279489,15.86134238,#REF!,#REF!,#REF!,#REF!
399,148,90,1620,162,162,162,1134,28,43.5,43.5,43.5,43.5,40.28974304,1.024107853,30.37522016,6.508951433,0.093118046,34.33086681,16.8777974,#REF!,#REF!,#REF!,#REF!
127,72,60,1620,324,486,324,486,28,36,36,36,36,18.68195964,0.698949736,11.95780456,4.709818076,0.067379372,12.58881579,7.031482665,#REF!,#REF!,#REF!,#REF!
241,74,60,1620,162,162,648,648,28,36,36,36,36,30.27878286,1.154326771,19.56175827,5.980956777,0.085564475,15.12609453,11.62111938,#REF!,#REF!,#REF!,#REF!
118,56,55,1620,405,405,405,405,28,34.75,34.75,34.75,34.75,18.20266339,0.760686456,10.91369887,4.261085634,0.060959737,10.38066321,6.316844401,#REF!,#REF!,#REF!,#REF!
119,59,55,1620,162,648,162,648,28,30.7,38.8,30.7,38.8,18.24461279,0.702952848,11.00967143,4.251708259,0.060825583,12.55704846,6.236098395,#REF!,#REF!,#REF!,#REF!
426,66,55,1620,324,324,810,162,28,34.75,34.75,34.75,34.75,42.629737,1.643016418,26.81003141,7.046935689,0.100814531,28.84499323,17.20599908,#REF!,#REF!,#REF!,#REF!
30,324,60,1800,360,540,360,540,4,18,18,18,18,14.79138426,0.580147199,8.896768874,4.497431149,0.064340932,10.85310531,6.510613408,#REF!,#REF!,#REF!,#REF!
290,328,60,1800,180,180,180,1260,4,18,18,18,18,33.20306058,1.276752532,21.82620354,6.560390438,0.09385394,28.51218715,15.31424202,#REF!,#REF!,#REF!,#REF!
44,309,55,1800,450,450,450,450,4,16.75,16.75,16.75,16.75,15.52338176,0.638623813,9.336892742,3.976742369,0.056891879,10.15253608,5.98861237,#REF!,#REF!,#REF!,#REF!
17,299,50,1800,180,720,180,720,4,8.6,22.4,8.6,22.4,13.86852057,0.591182741,7.964195578,3.682909765,0.052688266,10.39573606,4.731405706,#REF!,#REF!,#REF!,#REF!
161,302,50,1800,180,180,720,720,4,15.5,15.5,15.5,15.5,21.06070001,0.919562479,12.243348,4.694134997,0.067155007,10.65717127,7.955866839,#REF!,#REF!,#REF!,#REF!
182,306,50,1800,360,360,900,180,4,15.5,15.5,15.5,15.5,23.16067009,1.015278915,13.07356895,5.017131851,0.071775849,15.36632663,9.325638431,#REF!,#REF!,#REF!,#REF!
38,563,55,1800,180,720,180,720,8,12.7,26.8,12.7,26.8,15.08477583,0.628999942,8.881640336,4.313519917,0.06170987,10.52236819,5.837534609,#REF!,#REF!,#REF!,#REF!
59,561,55,1800,450,450,450,450,8,19.75,19.75,19.75,19.75,15.84299104,0.64874454,9.50792336,4.063961372,0.058139648,10.31062879,6.008112979,#REF!,#REF!,#REF!,#REF!
60,552,50,1800,360,540,360,540,8,18.5,18.5,18.5,18.5,15.86182999,0.687682475,9.223049866,4.100617262,0.058664052,9.525426879,5.847335709,#REF!,#REF!,#REF!,#REF!
177,554,50,1800,180,180,720,720,8,18.5,18.5,18.5,18.5,22.38681633,0.964886008,13.23593238,4.999228004,0.071519714,12.12269778,9.051499085,#REF!,#REF!,#REF!,#REF!
210,558,50,1800,360,360,900,180,8,18.5,18.5,18.5,18.5,26.04243755,1.09134417,15.60403203,5.354334313,0.076599919,17.86336257,10.57965963,#REF!,#REF!,#REF!,#REF!
298,556,50,1800,180,180,180,1260,8,18.5,18.5,18.5,18.5,33.79522569,1.285960109,21.78615959,6.325492383,0.090493453,29.25954911,15.25231507,#REF!,#REF!,#REF!,#REF!
64,829,60,1800,360,540,360,540,12,21.6,26.4,21.6,26.4,16.05487262,0.616630756,9.864943854,4.246687794,0.06075376,9.916287115,6.572559539,#REF!,#REF!,#REF!,#REF!
202,830,60,1800,180,180,720,720,12,24,24,24,24,25.30404813,0.967417433,16.25898281,5.458291316,0.078087143,12.75566788,10.23201128,#REF!,#REF!,#REF!,#REF!
294,832,60,1800,180,180,180,1260,12,24,24,24,24,33.52566787,1.159800813,23.11766845,6.451529692,0.092296562,26.99602793,15.41835736,#REF!,#REF!,#REF!,#REF!
55,813,55,1800,450,450,450,450,12,22.75,22.75,22.75,22.75,15.78772923,0.631495849,9.518462519,4.122662538,0.058979435,10.50674668,6.279374694,#REF!,#REF!,#REF!,#REF!
273,822,55,1800,360,360,900,180,12,22.75,22.75,22.75,22.75,31.8475772,1.240540474,19.56133817,6.649563461,0.095129663,20.42212125,13.83129471,#REF!,#REF!,#REF!,#REF!
45,803,50,1800,180,720,180,720,12,15.8,27.2,15.8,27.2,15.6138424,0.658815644,9.066671868,3.883985937,0.055564892,10.5085451,5.42387994,#REF!,#REF!,#REF!,#REF!
